06/10/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",>90%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,<0.001,-,
06/10/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,plant 1 tank 58,OILY STORM WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,5,210,50-70%,50.0%,1.,24.,Crude,NO,397,<0.01,50%,0.79,"2,400.",Crude,NO,314,0.75,YES,0.71,"1,072.63",<0.001,<0.001,-,
06/10/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,tank 1 pipeline,DIESEL AND WATER,PLANT 1 - VAC PAD,yes,VAC PAD,NO,NO,10,420,50-70%,50.0%,1.,24.,Crude,NO,794,0.02,50%,0.79,"2,400.",crude,NO,627,1.51,YES,1.42,"1,072.63",<0.001,<0.001,-,
06/10/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,
06/10/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,861",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,390,<0.01,YES,10.25,0.48,<0.001,<0.001,<0.001,
06/10/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,30,"1,260",99%,99.0%,1.,-0-,Stormwater,NO,"4,718",-0-,1%,0.85,0.03,Stormwater,NO,41,<0.01,YES,4.76,<0.001,<0.001,<0.001,<0.001,
06/11/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2007 - CONTAINMENT,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,20,840,99%,99.0%,1.,-0-,Stormwater,NO,"3,145",-0-,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
06/11/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,CONDENSATE,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,20,840,99%,99.0%,1.,-0-,Stormwater,NO,"3,145",-0-,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
06/11/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SAMPLE POINTS #1 OMD,SOUR WATER and crude,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,>90%,90.0%,1.,24.,Crude,NO,143,<0.01,10%,0.79,"2,400.",Crude,NO,13,0.03,YES,0.16,215.73,<0.001,<0.001,<0.001,
06/11/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 70 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,95.5%,1.,470.,Reformate,NO,"4,551",2.14,5%,0.81,"47,000.",Reformate,NO,174,8.16,YES,4.72,"2,180.64",0.01,0.01,-,
06/11/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,95.5%,1.,0.02,Diesel,NO,"2,276",<0.01,5%,0.86,2.,Diesel,NO,92,<0.01,YES,2.37,0.10,<0.001,<0.001,<0.001,
06/11/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,861",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,390,<0.01,YES,10.25,0.48,<0.001,<0.001,<0.001,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801,DIESEL,TANK 52,NO,Tank 52,NO,YES,260,"10,920",<10%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"39,444",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,"1,561",0.02,YES,41.01,0.48,<0.001,<0.001,<0.001,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,95.5%,1.,4.,Distillate,NO,"3,034",0.01,5%,0.84,400.,Distillate,NO,120,0.05,YES,3.15,19.08,<0.001,<0.001,-,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,95.5%,1.,4.,DISTILLATE,NO,759,<0.01,5%,0.84,400.,DISTILLATE,NO,30,0.01,YES,0.79,19.08,<0.001,<0.001,<0.001,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 AREA.-PIPELINE,CRUDE AND WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,5,210,50-70%,50.0%,1.,24.,Crude,NO,397,<0.01,50%,0.79,"2,400.",Crude,NO,314,0.75,YES,0.71,"1,072.63",<0.001,<0.001,-,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,95.5%,1.,56.2,Debut Gasoline,NO,"1,517",0.09,5%,0.75,"5,620.",Debut Gasoline,NO,54,0.3,YES,1.57,246.11,<0.001,<0.001,-,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,50,"2,100",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"7,149",0.03,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,635,1.37,YES,7.78,179.73,<0.001,<0.001,-,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,SAMPLE POINTS,CRUDE,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,50-70%,50.0%,1.,24.,Crude,NO,79,<0.01,50%,0.79,"2,400.",Crude,NO,63,0.15,YES,0.14,"1,072.63",<0.001,<0.001,<0.001,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PUMP CONTAIMENT P314,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,-0-,Stormwater,NO,786,-0-,1%,0.85,0.03,Stormwater,NO,7,<0.01,YES,0.79,<0.001,<0.001,<0.001,<0.001,
06/12/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,60,"2,520",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,103",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,360,<0.01,YES,9.46,0.48,<0.001,<0.001,<0.001,
06/13/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,plant1  tank 58 area.,CRUDE AND WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,5,210,50-70%,50.0%,1.,24.,Crude,NO,397,<0.01,50%,0.79,"2,400.",Crude,NO,314,0.75,YES,0.71,"1,072.63",<0.001,<0.001,-,
06/14/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",99%,99.0%,1.,-0-,Stormwater,NO,"10,222",-0-,1%,0.85,0.03,Stormwater,NO,88,<0.01,YES,10.31,<0.001,<0.001,<0.001,<0.001,
06/14/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,45,"1,890",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"6,827",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,270,<0.01,YES,7.1,0.48,<0.001,<0.001,<0.001,
06/14/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"2,859",0.01,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,254,0.55,YES,3.11,179.73,<0.001,<0.001,-,
06/14/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - FLARE SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,"1,050",99%,90.0%,1.,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"3,574",0.01,10%,0.73,"3,150.","Knockout Water, Fuel Gas (Hydrocraker)",NO,290,0.91,YES,3.86,240.06,<0.001,<0.001,<0.001,
06/14/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,DOCK ETHANOL PLANT1,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,2,84,<10%,10.0%,1.,-0-,Ethanol,NO,32,-0-,90%,0.79,-0-,Ethanol,NO,226,-0-,YES,0.26,-0.00-,-0.00-,-0.00-,-0.00-,
06/16/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PUMP 804,DIESEL AND WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,>90%,90.0%,1.,0.02,Diesel,NO,715,<0.01,10%,0.86,2.,Diesel,NO,68,<0.01,YES,0.78,0.19,<0.001,<0.001,<0.001,
06/16/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,
06/16/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"4,289",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,381,0.82,YES,4.67,179.73,<0.001,<0.001,-,
06/16/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,OFF LOADIN ETHANOL DOCK,ETHANOL,PLANT 2 - FRAC TANKS,NO,P2 Frac Tanks,NO,YES,2,84,<10%,10.0%,1.,-0-,Ethanol,NO,32,-0-,90%,0.79,-0-,Ethanol,NO,226,-0-,YES,0.26,-0.00-,-0.00-,-0.00-,-0.00-,
06/16/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,861",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,390,<0.01,YES,10.25,0.48,<0.001,<0.001,<0.001,
06/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,30,"1,260",99%,99.0%,1.,-0-,Stormwater,NO,"4,718",-0-,1%,0.85,0.03,Stormwater,NO,41,<0.01,YES,4.76,<0.001,<0.001,<0.001,<0.001,
06/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 area.,CRUDE,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,5,210,50-70%,50.0%,1.,24.,Crude,NO,397,<0.01,50%,0.79,"2,400.",Crude,NO,314,0.75,YES,0.71,"1,072.63",<0.001,<0.001,-,
06/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 70 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,95.5%,1.,470.,Reformate,NO,"1,517",0.71,5%,0.81,"47,000.",Reformate,NO,58,2.72,YES,1.57,"2,180.64",<0.001,<0.001,-,
06/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,"1,050",99%,95.5%,1.,0.02,Diesel,NO,"3,793",<0.01,5%,0.86,2.,Diesel,NO,154,<0.01,YES,3.95,0.10,<0.001,<0.001,<0.001,
06/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,25,"1,050",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"3,574",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,318,0.68,YES,3.89,179.73,<0.001,<0.001,-,
06/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,50,"2,100",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"7,585",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,300,<0.01,YES,7.89,0.48,<0.001,<0.001,<0.001,
06/18/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,<0.001,-,
06/18/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,<0.001,-,
06/18/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,crude dock sump plant 1,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,10,420,99%,90.0%,1.,8.82,T-101 Underground Storage Tank Aqueous,YES,"1,430",0.01,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,137,0.16,YES,1.57,107.85,<0.001,-,-,
06/18/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,pump 314,OILY WATER,PLANT 1 - VAC PAD,no,VAC PAD,NO,YES,10,420,99%,99.0%,1.,-0-,Stormwater,NO,"1,573",-0-,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
06/19/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2007 - CONTAINMENT,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,-0-,Stormwater,NO,"1,573",-0-,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
06/19/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2004/2007 - PUMP CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,2,84,99%,99.0%,1.,-0-,Stormwater,NO,315,-0-,1%,0.85,0.03,Stormwater,NO,3,<0.01,YES,0.32,<0.001,<0.001,<0.001,<0.001,
06/19/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,<0.001,-,
06/19/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,<0.001,-,
06/19/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,FUEL ISLAND SLOP TANK,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,12,504,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,887",0.02,1%,0.81,"1,543.33",TK-4516 Slop Oil Tank,YES,16,0.02,YES,1.9,22.99,<0.001,<0.001,-,
06/19/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,TANK 1 AREA,DIESEL,TANK 775,yes,VAC PAD,NO,NO,10,420,50-70%,50.0%,1.,24.,Crude,NO,794,0.02,50%,0.79,"2,400.",crude,NO,627,1.51,YES,1.42,"1,072.63",<0.001,<0.001,-,
06/19/2014,307167,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,TANK 1 PIPELINES,DIESEL,TANK 775,yes,VAC PAD,NO,NO,10,420,50-70%,50.0%,1.,24.,Crude,NO,794,0.02,50%,0.79,"2,400.",crude,NO,627,1.51,YES,1.42,"1,072.63",<0.001,<0.001,-,
06/19/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,25,"1,050",99%,90.0%,1.,23.65,Denver Truck Terminal Aqueous,YES,"3,574",0.08,10%,0.78,"7,933.33",Denver Truck Terminal Oil,YES,309,2.45,YES,3.88,653.74,<0.001,-,-,
06/20/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,tank 1 LINES,DIESEL,CRUDE DOCK PLANT 1,yes,VAC PAD,NO,NO,10,420,50-70%,50.0%,1.,24.,Crude,NO,794,0.02,50%,0.79,"2,400.",crude,NO,627,1.51,YES,1.42,"1,072.63",<0.001,<0.001,-,
06/21/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,50,"2,100",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"7,585",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,300,<0.01,YES,7.89,0.48,<0.001,<0.001,<0.001,
06/21/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,
06/21/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,230,"9,660",99%,95.5%,1.,24.,Crude,NO,"34,893",0.84,5%,0.79,"2,400.",Crude,NO,"1,299",3.12,YES,36.19,109.27,<0.001,<0.001,-,
06/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801,LIGHT CYCLE OIL - LCO,PLANT 1 TANK 52,NO,Tank 52,NO,YES,130,"5,460",<10%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"19,722",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,781,<0.01,YES,20.5,0.48,<0.001,<0.001,<0.001,
06/23/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,20,840,>90%,99.0%,1.,-0-,Stormwater,NO,"3,145",-0-,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
06/23/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,<0.001,-,
06/23/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - CONTAINMENT / ROOF DRAIN,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",99%,99.0%,1.,-0-,Stormwater,NO,"10,222",-0-,1%,0.85,0.03,Stormwater,NO,88,<0.01,YES,10.31,<0.001,<0.001,<0.001,<0.001,
06/23/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - FLARE SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,35,"1,470",99%,99.0%,1.,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"5,504",0.02,1%,0.73,"3,150.","Knockout Water, Fuel Gas (Hydrocraker)",NO,41,0.13,YES,5.54,27.06,<0.001,<0.001,<0.001,
06/23/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,95.5%,1.,56.2,Debut Gasoline,NO,"3,034",0.17,5%,0.75,"5,620.",Debut Gasoline,NO,107,0.6,YES,3.14,246.11,<0.001,<0.001,-,
06/24/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,pipe line in tank 1 area.,DIESEL AND WATER,PLANT 1 - VAC PAD,yes,VAC PAD,NO,NO,10,420,50-70%,50.0%,1.,24.,Crude,NO,794,0.02,50%,0.79,"2,400.",crude,NO,627,1.51,YES,1.42,"1,072.63",<0.001,<0.001,-,
06/24/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 70 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,15,630,99%,95.5%,1.,470.,Reformate,NO,"2,276",1.07,5%,0.81,"47,000.",Reformate,NO,87,4.08,YES,2.36,"2,180.64",<0.011,<0.011,-,
06/24/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,
06/24/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,35,"1,470",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"5,004",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,445,0.96,YES,5.45,179.73,<0.001,<0.001,-,
06/24/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,Pump 811,DIESEL,PLANT 1 - VAC PAD,,VAC PAD,NO,NO,1,42,30-50%,50.0%,1.,0.02,Diesel,NO,79,<0.01,50%,0.86,2.,Diesel,NO,68,<0.01,YES,0.15,0.94,<0.001,<0.001,-,
06/24/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",99%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,861",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,390,<0.01,YES,10.25,0.48,<0.001,<0.001,<0.001,
06/25/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,18,756,99%,99.0%,1.,-0-,Stormwater,NO,"2,831",-0-,1%,0.85,0.03,Stormwater,NO,24,<0.01,YES,2.86,<0.001,<0.001,<0.001,<0.001,
06/25/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,GASOLINE AND WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,25,"1,050",99%,95.5%,1.,56.2,Debut Gasoline,NO,"3,793",0.21,5%,0.75,"5,620.",Debut Gasoline,NO,134,0.75,YES,3.93,246.11,<0.001,<0.001,-,
06/25/2014,307162,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,35,"1,470",99%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"5,004",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,445,0.96,YES,5.45,179.73,<0.001,<0.001,-,
06/25/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,65,"2,730",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,861",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,390,<0.01,YES,10.25,0.48,<0.001,<0.001,<0.001,
