,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-Of-Line Quarterly Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,
04/10/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 45 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,3,126,99%,95.5%,1,0.02,Diesel,NO,455,<0.01,5%,0.86,2,Diesel,NO,18,<0.01,YES,0.47,0.10,<0.001,<0.001,<0.001,
04/10/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,12,504,99%,95.5%,1,46.1,Tank 20 Water Draw,NO,"1,821",0.08,5%,0.85,"5,762.5",Tank 20 Water Draw,NO,73,0.42,YES,1.89,266.24,<0.001,<0.001,<0.001,
04/10/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,3,126,99%,99.0%,1,24,Crude,NO,472,0.01,1%,0.79,"2,400",Crude,NO,4,<0.01,YES,0.48,42.81,<0.001,<0.001,<0.001,
04/11/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,3,126,>90%,90.0%,1,2.07,All Groundwater,YES,429,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,36,0.27,YES,0.47,580.76,<0.001,<0.001,-,
04/11/2013,LV-7,METRO,Metro - West of the ditch,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,2.07,All Groundwater,YES,"1,573",<0.01,1%,0.76,"7,457.5",Remediation Oil,YES,12,0.09,YES,1.58,58.67,<0.001,<0.001,<0.001,
04/11/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,90.0%,1,2.07,All Groundwater,YES,715,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,60,0.45,YES,0.78,580.76,<0.001,<0.001,-,
04/11/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/11/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,12,504,<10%,10.0%,1,2.07,All Groundwater,YES,191,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,299",9.69,YES,1.49,"6,503.68",<0.011,<0.011,-,
04/11/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/11/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/11/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,YES,NO,15,630,>90%,90.0%,1,25.6,Denver Truck Terminal Aqueous,YES,"2,145",0.05,10%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,184,1.24,YES,2.33,556.04,<0.001,-,-,
04/11/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 2 - TANK 20 - JOE H,NO,Tank 20,YES,NO,30,"1,260",<10%,10.0%,1,25.6,Denver Truck Terminal Aqueous,YES,477,0.01,90%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,"3,304",22.31,YES,3.78,"5,905.26",0.02,-,-,
04/11/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,5,210,>90%,90.0%,1,24,Crude,NO,715,0.02,10%,0.79,"2,400",Crude,NO,63,0.15,YES,0.78,215.73,<0.001,<0.001,<0.001,
04/11/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 66 - LINE DRAINING,DIESEL,PLANT 1 - TANK 58 - CHRIS K,YES,TK-58,NO,NO,10,420,<10%,10.0%,1,0.02,Diesel,NO,159,<0.01,90%,0.86,2,Diesel,,"1,230",<0.01,YES,1.39,1.77,<0.001,<0.001,-,
04/11/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,15,630,>90%,95.5%,1,24,Crude,NO,"2,276",0.05,5%,0.79,"2,400",Crude,NO,85,0.2,YES,2.36,109.27,<0.001,<0.001,-,
04/11/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,25,"1,050",99%,95.5%,1,24,Crude,NO,"3,793",0.09,5%,0.79,"2,400",Crude,NO,141,0.34,YES,3.93,109.27,<0.001,<0.001,-,
04/11/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,24,Crude,NO,786,0.02,1%,0.79,"2,400",Crude,NO,6,0.02,YES,0.79,42.81,<0.001,<0.001,<0.001,
04/11/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,120,"5,040",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,906",0.02,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"14,051",22.95,YES,15.96,"1,439.47",0.02,0.02,-,
04/11/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,509.58,TK-4507 Waste Water Tank,NO,"7,292",3.72,YES,8.24,451.14,<0.001,<0.001,-,
04/11/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,2,84,>90%,90.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,10%,0.85,"1,230",TK-60 Equalization Tank,NO,27,0.03,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/11/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE GOOD OIL TANK,OIL,PLANT 1 - CENTRIFUGEMIX TANKS,YES,TO,NO,NO,45,"1,890",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,715,<0.01,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"5,269",8.61,YES,5.98,"1,439.47",<0.011,<0.011,-,
04/11/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,<0.01,Prooper Pit,YES,786,<0.01,1%,0.85,<0.01,Prooper Pit,YES,7,<0.01,YES,0.79,<0.011,<0.001,<0.001,<0.001,
04/11/2013,LV-3,PLANT 3 - t 58,PLANT 3 - TANK 58,WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,120,"5,040",99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"18,872",0.2,1%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,156,0.26,YES,19.03,23.82,<0.001,<0.001,-,
04/11/2013,LV-4,PLANT 3 - t 58,PLANT 3 - TANK 58,WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,100,"4,200",99%,99.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"15,727",0.17,1%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,130,0.21,YES,15.86,23.82,<0.001,<0.001,-,
04/11/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,45,"1,890",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"6,434",0.07,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,617,0.71,YES,7.05,110.47,<0.001,-,-,
04/12/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.07,All Groundwater,YES,572,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,48,0.36,YES,0.62,580.76,<0.001,<0.001,-,
04/12/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,8,336,>90%,90.0%,1,2.07,All Groundwater,YES,"1,144",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,96,0.72,YES,1.24,580.76,<0.001,<0.001,-,
04/12/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/12/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/12/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,8,336,<10%,10.0%,1,2.07,All Groundwater,YES,127,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,866,6.46,YES,0.99,"6,503.68",<0.011,<0.011,-,
04/12/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,7,294,<10%,10.0%,1,2.07,All Groundwater,YES,111,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,758,5.65,YES,0.87,"6,503.68",<0.011,<0.011,-,
04/12/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 29,GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - MIKE T,YES, VAC PAD,NO,NO,60,"2,520",>90%,95.5%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"9,103",0.1,5%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,351,0.57,YES,9.45,70.80,<0.001,<0.001,-,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 66 - REPLACING VALVES,DIESEL,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,0.125,5,<10%,10.0%,1,0.02,Diesel,NO,2,<0.01,90%,0.86,2,Diesel,NO,15,<0.01,YES,0.02,1.77,<0.001,<0.001,<0.001,
04/12/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,13,546,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"2,044",<0.01,1%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,15,0.05,YES,2.06,27.06,<0.001,<0.001,<0.001,
04/12/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-3924 CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,25,"1,050",99%,99.0%,1,<0.01,Stormwater,NO,"3,932",<0.01,1%,0.85,0.03,Stormwater,NO,34,<0.01,YES,3.97,<0.001,<0.001,<0.001,<0.001,
04/12/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,"1,573",<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2004 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,<0.01,Stormwater,NO,786,<0.01,1%,0.85,0.03,Stormwater,NO,7,<0.01,YES,0.79,<0.001,<0.001,<0.001,<0.001,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - FLUX LOADING RACK CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,"1,573",<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,50,"2,100",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,634,1.36,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 776 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,5,210,>90%,95.5%,1,24,Crude,NO,759,0.02,5%,0.79,"2,400",Crude,NO,28,0.07,YES,0.79,109.27,<0.001,<0.001,-,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,60,"2,520",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,761,1.64,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,20,840,>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,254,0.55,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/12/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,45,"1,890",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"6,827",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,270,<0.01,YES,7.1,0.48,<0.001,<0.001,<0.001,
04/12/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,50,"2,100",99%,95.5%,1,24,Crude,NO,"7,585",0.18,5%,0.79,"2,400",Crude,NO,282,0.68,YES,7.87,109.27,<0.001,<0.001,-,
04/12/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - PIPELINE FLUSH ,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,99%,99.0%,1,0.02,Diesel,NO,315,<0.01,1%,0.86,2,Diesel,NO,3,<0.01,YES,0.32,0.04,<0.001,<0.001,<0.001,
04/12/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,24,Crude,NO,786,0.02,1%,0.79,"2,400",Crude,NO,6,0.02,YES,0.79,42.81,<0.001,<0.001,<0.001,
04/12/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",<10%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,509.58,TK-4507 Waste Water Tank,NO,"7,292",3.72,YES,8.24,451.14,<0.001,<0.001,-,
04/12/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - TANK 29,NO, VAC PAD,NO,YES,60,"2,520",10-30%,10.0%,1,4.17,sludge processing,NO,953,<0.01,90%,1.07,417,sludge processing,NO,"9,187",3.83,YES,10.14,378.20,<0.001,<0.001,<0.001,
04/12/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - TANK 29,NO, VAC PAD,NO,YES,45,"1,890",10-30%,10.0%,1,4.17,sludge processing,NO,715,<0.01,90%,1.07,417,sludge processing,NO,"6,891",2.87,YES,7.61,378.20,<0.001,<0.001,<0.001,
04/13/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,8,336,>90%,90.0%,1,2.07,All Groundwater,YES,"1,144",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,96,0.72,YES,1.24,580.76,<0.001,<0.001,-,
04/13/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/13/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/13/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,8,336,<10%,10.0%,1,2.07,All Groundwater,YES,127,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,866,6.46,YES,0.99,"6,503.68",<0.011,<0.011,-,
04/13/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/14/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,9,378,>90%,90.0%,1,2.07,All Groundwater,YES,"1,287",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,108,0.81,YES,1.4,580.76,<0.001,<0.001,-,
04/14/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/14/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/14/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/14/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/14/2013,LV-4,Tank 778,P-1 Tank 778,STORMWATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,<0.01,Stormwater,NO,786,<0.01,1%,0.85,0.03,Stormwater,NO,7,<0.01,YES,0.79,<0.001,<0.001,<0.001,<0.001,
04/14/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - TANK 29,NO, VAC PAD,NO,YES,40,"1,680",10-30%,10.0%,1,4.17,sludge processing,NO,635,<0.01,90%,1.07,417,sludge processing,NO,"6,125",2.55,YES,6.76,378.20,<0.001,<0.001,<0.001,
04/14/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,50,"2,100",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"7,149",0.08,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,685,0.78,YES,7.83,110.47,<0.001,-,-,
04/15/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.07,All Groundwater,YES,572,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,48,0.36,YES,0.62,580.76,<0.001,<0.001,-,
04/15/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,9,378,>90%,90.0%,1,2.07,All Groundwater,YES,"1,287",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,108,0.81,YES,1.4,580.76,<0.001,<0.001,-,
04/15/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/15/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,11,462,<10%,10.0%,1,2.07,All Groundwater,YES,175,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,191",8.88,YES,1.37,"6,503.68",<0.011,<0.011,-,
04/15/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/15/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 29,GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,5,210,<10%,10.0%,1,2.07,All Groundwater,YES,79,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,541,4.04,YES,0.62,"6,503.68",<0.001,<0.001,-,
04/15/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/15/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,180,"7,560",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,859",0.03,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"21,077",34.43,YES,23.94,"1,439.47",0.03,0.03,-,
